Drug,Experiment,Rank,Score,Source,Path
HEB2050,Exp3_HighBonus,8,0.5928,Rule,HEB2050 -[is_associated_with]-> GEE10900 -[experiments]-> GEE12412 -[experiments]-> GEE11025 -[is_associated_with]-> DM06
HEB2050,Exp3_HighBonus,9,0.5928,Rule,HEB2050 -[is_associated_with]-> GEE10314 -[experiments]-> GEE09572 -[experiments]-> GEE07134 -[is_associated_with]-> DM06
HEB2050,Exp3_HighBonus,10,0.5928,Rule,HEB2050 -[is_associated_with]-> GEE10314 -[experiments]-> GEE07830 -[experiments]-> GEE07134 -[is_associated_with]-> DM06
HEB2050,Exp4_NoISI,1,0.2619,DFS,HEB2050 -[includes]-> INT36042 -[acts_on]-> GEE10627 -[candidate_for]-> DM06
HEB2050,Exp4_NoISI,2,0.2589,DFS,HEB2050 -[includes]-> INT35939 -[acts_on]-> GEE02701 -[candidate_for]-> DM06
HEB2050,Exp4_NoISI,3,0.2497,DFS,HEB2050 -[is_associated_with]-> GEE04090 -[experiments]-> GEE09016 -[candidate_for]-> DM06
HEB2050,Exp4_NoISI,4,0.2445,DFS,HEB2050 -[includes]-> INT35939 -[acts_on]-> GEE03602 -[candidate_for]-> DM06
HEB2050,Exp4_NoISI,5,0.2427,DFS,HEB2050 -[includes]-> INT36042 -[acts_on]-> GEE09459 -[candidate_for]-> DM06
HEB2050,Exp4_NoISI,6,0.2407,DFS,HEB2050 -[includes]-> INT36044 -[acts_on]-> GEE01442 -[candidate_for]-> DM06
HEB2050,Exp4_NoISI,7,0.2397,Rule,HEB2050 -[is_associated_with]-> GEE10314 -[experiments]-> GEE07134 -[is_associated_with]-> DM06
HEB2050,Exp4_NoISI,8,0.2249,DFS,HEB2050 -[includes]-> INT36412 -[acts_on]-> GEE02029 -[candidate_for]-> DM06
HEB2050,Exp4_NoISI,9,0.2238,DFS,HEB2050 -[includes]-> INT36398 -[acts_on]-> GEE10470 -[candidate_for]-> DM06
HEB2050,Exp4_NoISI,10,0.2238,DFS,HEB2050 -[includes]-> INT36042 -[acts_on]-> GEE10470 -[candidate_for]-> DM06
DCP07553,Baseline,1,0.1494,Rule,DCP07553 -[treats]-> DIMM00041 -[expresses]-> GEE15461 -[experiments]-> GEE03552 -[is_associated_with]-> DM06
DCP07553,Baseline,2,0.0828,Rule,DCP07553 -[treats]-> DIMM00041 -[expresses]-> GEE17813 -[is_associated_with]-> DM06
DCP07553,Baseline,3,0.0828,Rule,DCP07553 -[treats]-> DIMM00041 -[expresses]-> GEE16730 -[is_associated_with]-> DM06
DCP07553,Baseline,4,0.0828,Rule,DCP07553 -[treats]-> DIMM00041 -[downregulates]-> GEE17728 -[is_associated_with]-> DM06
DCP07553,Baseline,5,0.0787,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE14716 -[textmining]-> GEE12618 -[is_associated_with]-> DM06
DCP07553,Baseline,6,0.0787,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE14716 -[homology]-> GEE12618 -[is_associated_with]-> DM06
DCP07553,Baseline,7,0.0787,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE14716 -[coexpression]-> GEE12618 -[is_associated_with]-> DM06
DCP07553,Baseline,8,0.0787,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE13083 -[textmining]-> GEE12618 -[is_associated_with]-> DM06
DCP07553,Baseline,9,0.0787,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE12923 -[textmining]-> GEE15632 -[is_associated_with]-> DM06
DCP07553,Baseline,10,0.0787,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE12611 -[textmining]-> GEE13104 -[is_associated_with]-> DM06
DCP07553,Exp1_NoDistinction,1,1.0000,Rule,DCP07553 -[treats]-> DIMM00041 -[expresses]-> GEE15461 -[experiments]-> GEE03552 -[is_associated_with]-> DM06
DCP07553,Exp1_NoDistinction,2,0.9720,Rule,DCP07553 -[treats]-> DIMM00041 -[expresses]-> GEE17813 -[is_associated_with]-> DM06
DCP07553,Exp1_NoDistinction,3,0.9720,Rule,DCP07553 -[treats]-> DIMM00041 -[expresses]-> GEE16730 -[is_associated_with]-> DM06
DCP07553,Exp1_NoDistinction,4,0.9720,Rule,DCP07553 -[treats]-> DIMM00041 -[downregulates]-> GEE17728 -[is_associated_with]-> DM06
DCP07553,Exp1_NoDistinction,5,0.7873,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE14716 -[textmining]-> GEE12618 -[is_associated_with]-> DM06
DCP07553,Exp1_NoDistinction,6,0.7873,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE14716 -[homology]-> GEE12618 -[is_associated_with]-> DM06
DCP07553,Exp1_NoDistinction,7,0.7873,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE14716 -[coexpression]-> GEE12618 -[is_associated_with]-> DM06
DCP07553,Exp1_NoDistinction,8,0.7873,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE13083 -[textmining]-> GEE12618 -[is_associated_with]-> DM06
DCP07553,Exp1_NoDistinction,9,0.7873,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE12923 -[textmining]-> GEE15632 -[is_associated_with]-> DM06
DCP07553,Exp1_NoDistinction,10,0.7873,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE12611 -[textmining]-> GEE13104 -[is_associated_with]-> DM06
DCP07553,Exp1_StrongDistinction,1,0.0001,Rule,DCP07553 -[treats]-> DIMM00041 -[expresses]-> GEE15461 -[experiments]-> GEE03552 -[is_associated_with]-> DM06
DCP07553,Exp1_StrongDistinction,2,0.0000,Rule,DCP07553 -[treats]-> DIMM00041 -[expresses]-> GEE17813 -[is_associated_with]-> DM06
DCP07553,Exp1_StrongDistinction,3,0.0000,Rule,DCP07553 -[treats]-> DIMM00041 -[expresses]-> GEE16730 -[is_associated_with]-> DM06
DCP07553,Exp1_StrongDistinction,4,0.0000,Rule,DCP07553 -[treats]-> DIMM00041 -[downregulates]-> GEE17728 -[is_associated_with]-> DM06
DCP07553,Exp1_StrongDistinction,5,0.0000,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE14716 -[textmining]-> GEE12618 -[is_associated_with]-> DM06
DCP07553,Exp1_StrongDistinction,6,0.0000,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE14716 -[homology]-> GEE12618 -[is_associated_with]-> DM06
DCP07553,Exp1_StrongDistinction,7,0.0000,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE14716 -[coexpression]-> GEE12618 -[is_associated_with]-> DM06
DCP07553,Exp1_StrongDistinction,8,0.0000,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE13083 -[textmining]-> GEE12618 -[is_associated_with]-> DM06
DCP07553,Exp1_StrongDistinction,9,0.0000,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE12923 -[textmining]-> GEE15632 -[is_associated_with]-> DM06
DCP07553,Exp1_StrongDistinction,10,0.0000,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE12611 -[textmining]-> GEE13104 -[is_associated_with]-> DM06
DCP07553,Exp2_NoDecay,1,0.2277,Rule,DCP07553 -[treats]-> DIMM00041 -[expresses]-> GEE15461 -[experiments]-> GEE03552 -[is_associated_with]-> DM06
DCP07553,Exp2_NoDecay,2,0.1200,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE14716 -[textmining]-> GEE12618 -[is_associated_with]-> DM06
DCP07553,Exp2_NoDecay,3,0.1200,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE14716 -[homology]-> GEE12618 -[is_associated_with]-> DM06
DCP07553,Exp2_NoDecay,4,0.1200,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE14716 -[coexpression]-> GEE12618 -[is_associated_with]-> DM06
DCP07553,Exp2_NoDecay,5,0.1200,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE13083 -[textmining]-> GEE12618 -[is_associated_with]-> DM06
DCP07553,Exp2_NoDecay,6,0.1200,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE12923 -[textmining]-> GEE15632 -[is_associated_with]-> DM06
DCP07553,Exp2_NoDecay,7,0.1200,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE12611 -[textmining]-> GEE13104 -[is_associated_with]-> DM06
DCP07553,Exp2_NoDecay,8,0.1200,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE12168 -[textmining]-> GEE16623 -[is_associated_with]-> DM06
DCP07553,Exp2_NoDecay,9,0.1200,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE12168 -[textmining]-> GEE13104 -[is_associated_with]-> DM06
DCP07553,Exp2_NoDecay,10,0.1200,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE12168 -[textmining]-> GEE12686 -[is_associated_with]-> DM06
DCP07553,Exp2_StrongDecay,1,0.0255,Rule,DCP07553 -[treats]-> DIMM00041 -[expresses]-> GEE17813 -[is_associated_with]-> DM06
DCP07553,Exp2_StrongDecay,2,0.0255,Rule,DCP07553 -[treats]-> DIMM00041 -[expresses]-> GEE16730 -[is_associated_with]-> DM06
DCP07553,Exp2_StrongDecay,3,0.0255,Rule,DCP07553 -[treats]-> DIMM00041 -[downregulates]-> GEE17728 -[is_associated_with]-> DM06
DCP07553,Exp2_StrongDecay,4,0.0142,Rule,DCP07553 -[treats]-> DIMM00041 -[expresses]-> GEE15461 -[experiments]-> GEE03552 -[is_associated_with]-> DM06
DCP07553,Exp2_StrongDecay,5,0.0075,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE14716 -[textmining]-> GEE12618 -[is_associated_with]-> DM06
DCP07553,Exp2_StrongDecay,6,0.0075,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE14716 -[homology]-> GEE12618 -[is_associated_with]-> DM06
DCP07553,Exp2_StrongDecay,7,0.0075,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE14716 -[coexpression]-> GEE12618 -[is_associated_with]-> DM06
DCP07553,Exp2_StrongDecay,8,0.0075,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE13083 -[textmining]-> GEE12618 -[is_associated_with]-> DM06
DCP07553,Exp2_StrongDecay,9,0.0075,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE12923 -[textmining]-> GEE15632 -[is_associated_with]-> DM06
DCP07553,Exp2_StrongDecay,10,0.0075,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE12611 -[textmining]-> GEE13104 -[is_associated_with]-> DM06
DCP07553,Exp3_NoBonus,1,0.0830,Rule,DCP07553 -[treats]-> DIMM00041 -[expresses]-> GEE15461 -[experiments]-> GEE03552 -[is_associated_with]-> DM06
DCP07553,Exp3_NoBonus,2,0.0828,Rule,DCP07553 -[treats]-> DIMM00041 -[expresses]-> GEE17813 -[is_associated_with]-> DM06
DCP07553,Exp3_NoBonus,3,0.0828,Rule,DCP07553 -[treats]-> DIMM00041 -[expresses]-> GEE16730 -[is_associated_with]-> DM06
DCP07553,Exp3_NoBonus,4,0.0828,Rule,DCP07553 -[treats]-> DIMM00041 -[downregulates]-> GEE17728 -[is_associated_with]-> DM06
DCP07553,Exp3_NoBonus,5,0.0787,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE14716 -[textmining]-> GEE12618 -[is_associated_with]-> DM06
DCP07553,Exp3_NoBonus,6,0.0787,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE14716 -[homology]-> GEE12618 -[is_associated_with]-> DM06
DCP07553,Exp3_NoBonus,7,0.0787,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE14716 -[coexpression]-> GEE12618 -[is_associated_with]-> DM06
DCP07553,Exp3_NoBonus,8,0.0787,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE13083 -[textmining]-> GEE12618 -[is_associated_with]-> DM06
DCP07553,Exp3_NoBonus,9,0.0787,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE12923 -[textmining]-> GEE15632 -[is_associated_with]-> DM06
DCP07553,Exp3_NoBonus,10,0.0787,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE12611 -[textmining]-> GEE13104 -[is_associated_with]-> DM06
DCP07553,Exp3_HighBonus,1,0.4150,Rule,DCP07553 -[treats]-> DIMM00041 -[expresses]-> GEE15461 -[experiments]-> GEE03552 -[is_associated_with]-> DM06
DCP07553,Exp3_HighBonus,2,0.0828,Rule,DCP07553 -[treats]-> DIMM00041 -[expresses]-> GEE17813 -[is_associated_with]-> DM06
DCP07553,Exp3_HighBonus,3,0.0828,Rule,DCP07553 -[treats]-> DIMM00041 -[expresses]-> GEE16730 -[is_associated_with]-> DM06
DCP07553,Exp3_HighBonus,4,0.0828,Rule,DCP07553 -[treats]-> DIMM00041 -[downregulates]-> GEE17728 -[is_associated_with]-> DM06
DCP07553,Exp3_HighBonus,5,0.0787,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE14716 -[textmining]-> GEE12618 -[is_associated_with]-> DM06
DCP07553,Exp3_HighBonus,6,0.0787,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE14716 -[homology]-> GEE12618 -[is_associated_with]-> DM06
DCP07553,Exp3_HighBonus,7,0.0787,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE14716 -[coexpression]-> GEE12618 -[is_associated_with]-> DM06
DCP07553,Exp3_HighBonus,8,0.0787,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE13083 -[textmining]-> GEE12618 -[is_associated_with]-> DM06
DCP07553,Exp3_HighBonus,9,0.0787,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE12923 -[textmining]-> GEE15632 -[is_associated_with]-> DM06
DCP07553,Exp3_HighBonus,10,0.0787,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE12611 -[textmining]-> GEE13104 -[is_associated_with]-> DM06
DCP07553,Exp4_NoISI,1,0.1494,Rule,DCP07553 -[treats]-> DIMM00041 -[expresses]-> GEE15461 -[experiments]-> GEE03552 -[is_associated_with]-> DM06
DCP07553,Exp4_NoISI,2,0.0828,Rule,DCP07553 -[treats]-> DIMM00041 -[expresses]-> GEE17813 -[is_associated_with]-> DM06
DCP07553,Exp4_NoISI,3,0.0828,Rule,DCP07553 -[treats]-> DIMM00041 -[expresses]-> GEE16730 -[is_associated_with]-> DM06
DCP07553,Exp4_NoISI,4,0.0828,Rule,DCP07553 -[treats]-> DIMM00041 -[downregulates]-> GEE17728 -[is_associated_with]-> DM06
DCP07553,Exp4_NoISI,5,0.0787,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE14716 -[textmining]-> GEE12618 -[is_associated_with]-> DM06
DCP07553,Exp4_NoISI,6,0.0787,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE14716 -[homology]-> GEE12618 -[is_associated_with]-> DM06
DCP07553,Exp4_NoISI,7,0.0787,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE14716 -[coexpression]-> GEE12618 -[is_associated_with]-> DM06
DCP07553,Exp4_NoISI,8,0.0787,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE13083 -[textmining]-> GEE12618 -[is_associated_with]-> DM06
DCP07553,Exp4_NoISI,9,0.0787,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE12923 -[textmining]-> GEE15632 -[is_associated_with]-> DM06
DCP07553,Exp4_NoISI,10,0.0787,Rule,DCP07553 -[treats]-> DIMM17813 -[is_associated_with]-> GEE12611 -[textmining]-> GEE13104 -[is_associated_with]-> DM06
DCP10157,Baseline,1,0.1494,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE06363 -[experiments]-> GEE07134 -[is_associated_with]-> DM06
DCP10157,Baseline,2,0.1494,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE03991 -[experiments]-> GEE12987 -[is_associated_with]-> DM06
DCP10157,Baseline,3,0.0787,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE11931 -[textmining]-> GEE07134 -[is_associated_with]-> DM06
DCP10157,Baseline,4,0.0787,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE11016 -[database]-> GEE10910 -[is_associated_with]-> DM06
DCP10157,Baseline,5,0.0787,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE11016 -[database]-> GEE05887 -[is_associated_with]-> DM06
DCP10157,Baseline,6,0.0787,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE10934 -[interacts]-> GEE10973 -[is_associated_with]-> DM06
DCP10157,Baseline,7,0.0787,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE08044 -[textmining]-> GEE05150 -[is_associated_with]-> DM06
DCP10157,Baseline,8,0.0787,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE05816 -[textmining]-> GEE14022 -[is_associated_with]-> DM06
DCP10157,Baseline,9,0.0787,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE05485 -[textmining]-> GEE12618 -[is_associated_with]-> DM06
DCP10157,Baseline,10,0.0787,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE05285 -[interacts]-> GEE16564 -[is_associated_with]-> DM06
DCP10157,Exp1_NoDistinction,1,1.0000,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE06363 -[experiments]-> GEE07134 -[is_associated_with]-> DM06
DCP10157,Exp1_NoDistinction,2,1.0000,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE03991 -[experiments]-> GEE12987 -[is_associated_with]-> DM06
DCP10157,Exp1_NoDistinction,3,0.7873,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE11931 -[textmining]-> GEE07134 -[is_associated_with]-> DM06
DCP10157,Exp1_NoDistinction,4,0.7873,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE11016 -[database]-> GEE10910 -[is_associated_with]-> DM06
DCP10157,Exp1_NoDistinction,5,0.7873,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE11016 -[database]-> GEE05887 -[is_associated_with]-> DM06
DCP10157,Exp1_NoDistinction,6,0.7873,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE10934 -[interacts]-> GEE10973 -[is_associated_with]-> DM06
DCP10157,Exp1_NoDistinction,7,0.7873,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE08044 -[textmining]-> GEE05150 -[is_associated_with]-> DM06
DCP10157,Exp1_NoDistinction,8,0.7873,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE05816 -[textmining]-> GEE14022 -[is_associated_with]-> DM06
DCP10157,Exp1_NoDistinction,9,0.7873,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE05485 -[textmining]-> GEE12618 -[is_associated_with]-> DM06
DCP10157,Exp1_NoDistinction,10,0.7873,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE05285 -[interacts]-> GEE16564 -[is_associated_with]-> DM06
DCP10157,Exp1_StrongDistinction,1,0.0001,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE06363 -[experiments]-> GEE07134 -[is_associated_with]-> DM06
DCP10157,Exp1_StrongDistinction,2,0.0001,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE03991 -[experiments]-> GEE12987 -[is_associated_with]-> DM06
DCP10157,Exp1_StrongDistinction,3,0.0000,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE11931 -[textmining]-> GEE07134 -[is_associated_with]-> DM06
DCP10157,Exp1_StrongDistinction,4,0.0000,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE11016 -[database]-> GEE10910 -[is_associated_with]-> DM06
DCP10157,Exp1_StrongDistinction,5,0.0000,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE11016 -[database]-> GEE05887 -[is_associated_with]-> DM06
DCP10157,Exp1_StrongDistinction,6,0.0000,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE10934 -[interacts]-> GEE10973 -[is_associated_with]-> DM06
DCP10157,Exp1_StrongDistinction,7,0.0000,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE08044 -[textmining]-> GEE05150 -[is_associated_with]-> DM06
DCP10157,Exp1_StrongDistinction,8,0.0000,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE05816 -[textmining]-> GEE14022 -[is_associated_with]-> DM06
DCP10157,Exp1_StrongDistinction,9,0.0000,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE05485 -[textmining]-> GEE12618 -[is_associated_with]-> DM06
DCP10157,Exp1_StrongDistinction,10,0.0000,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE05285 -[interacts]-> GEE16564 -[is_associated_with]-> DM06
DCP10157,Exp2_NoDecay,1,0.2277,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE06363 -[experiments]-> GEE07134 -[is_associated_with]-> DM06
DCP10157,Exp2_NoDecay,2,0.2277,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE03991 -[experiments]-> GEE12987 -[is_associated_with]-> DM06
DCP10157,Exp2_NoDecay,3,0.1200,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE11931 -[textmining]-> GEE07134 -[is_associated_with]-> DM06
DCP10157,Exp2_NoDecay,4,0.1200,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE11016 -[database]-> GEE10910 -[is_associated_with]-> DM06
DCP10157,Exp2_NoDecay,5,0.1200,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE11016 -[database]-> GEE05887 -[is_associated_with]-> DM06
DCP10157,Exp2_NoDecay,6,0.1200,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE10934 -[interacts]-> GEE10973 -[is_associated_with]-> DM06
DCP10157,Exp2_NoDecay,7,0.1200,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE08044 -[textmining]-> GEE05150 -[is_associated_with]-> DM06
DCP10157,Exp2_NoDecay,8,0.1200,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE05816 -[textmining]-> GEE14022 -[is_associated_with]-> DM06
DCP10157,Exp2_NoDecay,9,0.1200,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE05485 -[textmining]-> GEE12618 -[is_associated_with]-> DM06
DCP10157,Exp2_NoDecay,10,0.1200,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE05285 -[interacts]-> GEE16564 -[is_associated_with]-> DM06
DCP10157,Exp2_StrongDecay,1,0.0142,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE06363 -[experiments]-> GEE07134 -[is_associated_with]-> DM06
DCP10157,Exp2_StrongDecay,2,0.0142,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE03991 -[experiments]-> GEE12987 -[is_associated_with]-> DM06
DCP10157,Exp2_StrongDecay,3,0.0075,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE11931 -[textmining]-> GEE07134 -[is_associated_with]-> DM06
DCP10157,Exp2_StrongDecay,4,0.0075,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE11016 -[database]-> GEE10910 -[is_associated_with]-> DM06
DCP10157,Exp2_StrongDecay,5,0.0075,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE11016 -[database]-> GEE05887 -[is_associated_with]-> DM06
DCP10157,Exp2_StrongDecay,6,0.0075,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE10934 -[interacts]-> GEE10973 -[is_associated_with]-> DM06
DCP10157,Exp2_StrongDecay,7,0.0075,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE08044 -[textmining]-> GEE05150 -[is_associated_with]-> DM06
DCP10157,Exp2_StrongDecay,8,0.0075,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE05816 -[textmining]-> GEE14022 -[is_associated_with]-> DM06
DCP10157,Exp2_StrongDecay,9,0.0075,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE05485 -[textmining]-> GEE12618 -[is_associated_with]-> DM06
DCP10157,Exp2_StrongDecay,10,0.0075,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE05285 -[interacts]-> GEE16564 -[is_associated_with]-> DM06
DCP10157,Exp3_NoBonus,1,0.0830,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE06363 -[experiments]-> GEE07134 -[is_associated_with]-> DM06
DCP10157,Exp3_NoBonus,2,0.0830,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE03991 -[experiments]-> GEE12987 -[is_associated_with]-> DM06
DCP10157,Exp3_NoBonus,3,0.0787,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE11931 -[textmining]-> GEE07134 -[is_associated_with]-> DM06
DCP10157,Exp3_NoBonus,4,0.0787,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE11016 -[database]-> GEE10910 -[is_associated_with]-> DM06
DCP10157,Exp3_NoBonus,5,0.0787,Rule,DCP10157 -[treats]-> DIMM07100 -[is_associated_with]-> GEE11016 -[database]-> GEE05887 -[is_associated_with]-> DM06
